"location","date","vaccine","total_vaccinations","id"
"Argentina","2021-04-03","Sputnik V",3048086,524
"Argentina","2021-04-04","CanSino",3,525
"Argentina","2021-04-04","Moderna",59,526
"Argentina","2021-04-04","Oxford/AstraZeneca",674861,527
"Argentina","2021-04-04","Pfizer/BioNTech",7,528
"Argentina","2021-04-04","Sinopharm/Beijing",829196,529
"Argentina","2021-04-04","Sputnik V",3080509,530
"Argentina","2021-04-05","CanSino",3,531
"Argentina","2021-04-05","Moderna",59,532
"Argentina","2021-04-05","Oxford/AstraZeneca",708680,533
"Argentina","2021-04-05","Pfizer/BioNTech",7,534
"Argentina","2021-04-05","Sinopharm/Beijing",858314,535
"Argentina","2021-04-05","Sputnik V",3183531,536
"Argentina","2021-04-06","CanSino",3,537
"Argentina","2021-04-06","Moderna",59,538
"Argentina","2021-04-06","Oxford/AstraZeneca",735121,539
"Argentina","2021-04-06","Pfizer/BioNTech",7,540
"Argentina","2021-04-06","Sinopharm/Beijing",933442,541
"Argentina","2021-04-06","Sputnik V",3275926,542
"Argentina","2021-04-07","CanSino",3,543
"Argentina","2021-04-07","Moderna",59,544
"Argentina","2021-04-07","Oxford/AstraZeneca",765344,545
"Argentina","2021-04-07","Pfizer/BioNTech",7,546
"Argentina","2021-04-07","Sinopharm/Beijing",1051724,547
"Argentina","2021-04-07","Sputnik V",3365781,548
"Argentina","2021-04-08","CanSino",3,549
"Argentina","2021-04-08","Moderna",59,550
"Argentina","2021-04-08","Oxford/AstraZeneca",789424,551
"Argentina","2021-04-08","Pfizer/BioNTech",8,552
"Argentina","2021-04-08","Sinopharm/Beijing",1181971,553
"Argentina","2021-04-08","Sputnik V",3447346,554
"Argentina","2021-04-09","CanSino",3,555
"Argentina","2021-04-09","Moderna",59,556
"Argentina","2021-04-09","Oxford/AstraZeneca",807756,557
"Argentina","2021-04-09","Pfizer/BioNTech",8,558
"Argentina","2021-04-09","Sinopharm/Beijing",1329524,559
"Argentina","2021-04-09","Sputnik V",3521820,560
"Argentina","2021-04-10","CanSino",3,561
"Argentina","2021-04-10","Moderna",59,562
"Argentina","2021-04-10","Oxford/AstraZeneca",812568,563
"Argentina","2021-04-10","Pfizer/BioNTech",8,564
"Argentina","2021-04-10","Sinopharm/Beijing",1383507,565
"Argentina","2021-04-10","Sputnik V",3555953,566
"Argentina","2021-04-11","CanSino",3,567
"Argentina","2021-04-11","Moderna",59,568
"Argentina","2021-04-11","Oxford/AstraZeneca",813434,569
"Argentina","2021-04-11","Pfizer/BioNTech",8,570
"Argentina","2021-04-11","Sinopharm/Beijing",1416360,571
"Argentina","2021-04-11","Sputnik V",3570541,572
"Argentina","2021-04-12","CanSino",3,573
"Argentina","2021-04-12","Moderna",59,574
"Argentina","2021-04-12","Oxford/AstraZeneca",823321,575
"Argentina","2021-04-12","Pfizer/BioNTech",8,576
"Argentina","2021-04-12","Sinopharm/Beijing",1511694,577
"Argentina","2021-04-12","Sputnik V",3647093,578
"Argentina","2021-04-13","CanSino",3,579
"Argentina","2021-04-13","Moderna",60,580
"Argentina","2021-04-13","Oxford/AstraZeneca",831651,581
"Argentina","2021-04-13","Pfizer/BioNTech",8,582
"Argentina","2021-04-13","Sinopharm/Beijing",1594123,583
"Argentina","2021-04-13","Sputnik V",3742333,584
"Argentina","2021-04-14","CanSino",3,585
"Argentina","2021-04-14","Moderna",60,586
"Argentina","2021-04-14","Oxford/AstraZeneca",838083,587
"Argentina","2021-04-14","Pfizer/BioNTech",8,588
"Argentina","2021-04-14","Sinopharm/Beijing",1661464,589
"Argentina","2021-04-14","Sputnik V",3840197,590
"Argentina","2021-04-15","CanSino",3,591
"Argentina","2021-04-15","Moderna",60,592
"Argentina","2021-04-15","Oxford/AstraZeneca",842272,593
"Argentina","2021-04-15","Pfizer/BioNTech",8,594
"Argentina","2021-04-15","Sinopharm/Beijing",1712611,595
"Argentina","2021-04-15","Sputnik V",3935911,596
"Argentina","2021-04-16","CanSino",3,597
"Argentina","2021-04-16","Moderna",60,598
"Argentina","2021-04-16","Oxford/AstraZeneca",845556,599
"Argentina","2021-04-16","Pfizer/BioNTech",8,600
"Argentina","2021-04-16","Sinopharm/Beijing",1758691,601
"Argentina","2021-04-16","Sputnik V",4010224,602
"Argentina","2021-04-17","CanSino",3,603
"Argentina","2021-04-17","Moderna",60,604
"Argentina","2021-04-17","Oxford/AstraZeneca",846443,605
"Argentina","2021-04-17","Pfizer/BioNTech",8,606
"Argentina","2021-04-17","Sinopharm/Beijing",1774797,607
"Argentina","2021-04-17","Sputnik V",4038931,608
"Argentina","2021-04-18","CanSino",3,609
"Argentina","2021-04-18","Moderna",60,610
"Argentina","2021-04-18","Oxford/AstraZeneca",847717,611
"Argentina","2021-04-18","Pfizer/BioNTech",8,612
"Argentina","2021-04-18","Sinopharm/Beijing",1777058,613
"Argentina","2021-04-18","Sputnik V",4055295,614
"Argentina","2021-04-19","CanSino",3,615
"Argentina","2021-04-19","Moderna",60,616
"Argentina","2021-04-19","Oxford/AstraZeneca",863105,617
"Argentina","2021-04-19","Pfizer/BioNTech",9,618
"Argentina","2021-04-19","Sinopharm/Beijing",1802003,619
"Argentina","2021-04-19","Sputnik V",4105414,620
"Argentina","2021-04-20","CanSino",3,621
"Argentina","2021-04-20","Moderna",60,622
"Argentina","2021-04-20","Oxford/AstraZeneca",915619,623
"Argentina","2021-04-20","Pfizer/BioNTech",9,624
"Argentina","2021-04-20","Sinopharm/Beijing",1826020,625
"Argentina","2021-04-20","Sputnik V",4151570,626
"Argentina","2021-04-21","CanSino",4,627
"Argentina","2021-04-21","Moderna",60,628
"Argentina","2021-04-21","Oxford/AstraZeneca",1035868,629
"Argentina","2021-04-21","Pfizer/BioNTech",9,630
"Argentina","2021-04-21","Sinopharm/Beijing",1847214,631
"Argentina","2021-04-21","Sputnik V",4184040,632
"Argentina","2021-04-22","CanSino",6,633
"Argentina","2021-04-22","Moderna",60,634
"Argentina","2021-04-22","Oxford/AstraZeneca",1153132,635
"Argentina","2021-04-22","Pfizer/BioNTech",9,636
"Argentina","2021-04-22","Sinopharm/Beijing",1862750,637
"Argentina","2021-04-22","Sputnik V",4229349,638
"Argentina","2021-04-23","CanSino",6,639
"Argentina","2021-04-23","Moderna",60,640
"Argentina","2021-04-23","Oxford/AstraZeneca",1271426,641
"Argentina","2021-04-23","Pfizer/BioNTech",9,642
"Argentina","2021-04-23","Sinopharm/Beijing",1876837,643
"Argentina","2021-04-23","Sputnik V",4291480,644
"Argentina","2021-04-24","CanSino",6,645
"Argentina","2021-04-24","Moderna",60,646
"Argentina","2021-04-24","Oxford/AstraZeneca",1325280,647
"Argentina","2021-04-24","Pfizer/BioNTech",9,648
"Argentina","2021-04-24","Sinopharm/Beijing",1878406,649
"Argentina","2021-04-24","Sputnik V",4328271,650
"Argentina","2021-04-25","CanSino",6,651
"Argentina","2021-04-25","Moderna",60,652
"Argentina","2021-04-25","Oxford/AstraZeneca",1357736,653
"Argentina","2021-04-25","Pfizer/BioNTech",9,654
"Argentina","2021-04-25","Sinopharm/Beijing",1878779,655
"Argentina","2021-04-25","Sputnik V",4344755,656
"Argentina","2021-04-26","CanSino",6,657
"Argentina","2021-04-26","Moderna",60,658
"Argentina","2021-04-26","Oxford/AstraZeneca",1430807,659
"Argentina","2021-04-26","Pfizer/BioNTech",9,660
"Argentina","2021-04-26","Sinopharm/Beijing",1886341,661
"Argentina","2021-04-26","Sputnik V",4436211,662
"Argentina","2021-04-27","CanSino",6,663
"Argentina","2021-04-27","Moderna",60,664
"Argentina","2021-04-27","Oxford/AstraZeneca",1489890,665
"Argentina","2021-04-27","Pfizer/BioNTech",9,666
"Argentina","2021-04-27","Sinopharm/Beijing",1893689,667
"Argentina","2021-04-27","Sputnik V",4523468,668
"Argentina","2021-04-28","CanSino",6,669
"Argentina","2021-04-28","Moderna",60,670
"Argentina","2021-04-28","Oxford/AstraZeneca",1541996,671
"Argentina","2021-04-28","Pfizer/BioNTech",9,672
"Argentina","2021-04-28","Sinopharm/Beijing",1921625,673
"Argentina","2021-04-28","Sputnik V",4602379,674
"Argentina","2021-04-29","CanSino",6,675
"Argentina","2021-04-29","Moderna",60,676
"Argentina","2021-04-29","Oxford/AstraZeneca",1580697,677
"Argentina","2021-04-29","Pfizer/BioNTech",9,678
"Argentina","2021-04-29","Sinopharm/Beijing",1961740,679
"Argentina","2021-04-29","Sputnik V",4679781,680
"Argentina","2021-04-30","CanSino",6,681
"Argentina","2021-04-30","Moderna",60,682
"Argentina","2021-04-30","Oxford/AstraZeneca",1611228,683
"Argentina","2021-04-30","Pfizer/BioNTech",9,684
"Argentina","2021-04-30","Sinopharm/Beijing",1997883,685
"Argentina","2021-04-30","Sputnik V",4728019,686
"Argentina","2021-05-01","CanSino",6,687
"Argentina","2021-05-01","Moderna",60,688
"Argentina","2021-05-01","Oxford/AstraZeneca",1616480,689
"Argentina","2021-05-01","Pfizer/BioNTech",9,690
"Argentina","2021-05-01","Sinopharm/Beijing",2001594,691
"Argentina","2021-05-01","Sputnik V",4739352,692
"Argentina","2021-05-02","CanSino",6,693
"Argentina","2021-05-02","Moderna",60,694
"Argentina","2021-05-02","Oxford/AstraZeneca",1623066,695
"Argentina","2021-05-02","Pfizer/BioNTech",9,696
"Argentina","2021-05-02","Sinopharm/Beijing",2015721,697
"Argentina","2021-05-02","Sputnik V",4758801,698
"Argentina","2021-05-03","CanSino",6,699
"Argentina","2021-05-03","Moderna",60,700
"Argentina","2021-05-03","Oxford/AstraZeneca",1646668,701
"Argentina","2021-05-03","Pfizer/BioNTech",10,702
"Argentina","2021-05-03","Sinopharm/Beijing",2089642,703
"Argentina","2021-05-03","Sputnik V",4835929,704
"Argentina","2021-05-04","CanSino",6,705
"Argentina","2021-05-04","Moderna",60,706
"Argentina","2021-05-04","Oxford/AstraZeneca",1670260,707
"Argentina","2021-05-04","Pfizer/BioNTech",10,708
"Argentina","2021-05-04","Sinopharm/Beijing",2183712,709
"Argentina","2021-05-04","Sputnik V",4950255,710
"Argentina","2021-05-05","CanSino",6,711
"Argentina","2021-05-05","Moderna",60,712
"Argentina","2021-05-05","Oxford/AstraZeneca",1695137,713
"Argentina","2021-05-05","Pfizer/BioNTech",10,714
"Argentina","2021-05-05","Sinopharm/Beijing",2262223,715
"Argentina","2021-05-05","Sputnik V",5091748,716
"Argentina","2021-05-06","CanSino",6,717
"Argentina","2021-05-06","Moderna",60,718
"Argentina","2021-05-06","Oxford/AstraZeneca",1712961,719
"Argentina","2021-05-06","Pfizer/BioNTech",10,720
"Argentina","2021-05-06","Sinopharm/Beijing",2326762,721
"Argentina","2021-05-06","Sputnik V",5212121,722
"Argentina","2021-05-07","CanSino",7,723
"Argentina","2021-05-07","Moderna",60,724
"Argentina","2021-05-07","Oxford/AstraZeneca",1726905,725
"Argentina","2021-05-07","Pfizer/BioNTech",10,726
"Argentina","2021-05-07","Sinopharm/Beijing",2422820,727
"Argentina","2021-05-07","Sputnik V",5307400,728
"Argentina","2021-05-08","CanSino",7,729
"Argentina","2021-05-08","Moderna",60,730
"Argentina","2021-05-08","Oxford/AstraZeneca",1730961,731
"Argentina","2021-05-08","Pfizer/BioNTech",10,732
"Argentina","2021-05-08","Sinopharm/Beijing",2464429,733
"Argentina","2021-05-08","Sputnik V",5335998,734
"Argentina","2021-05-09","CanSino",7,735
"Argentina","2021-05-09","Moderna",60,736
"Argentina","2021-05-09","Oxford/AstraZeneca",1732696,737
"Argentina","2021-05-09","Pfizer/BioNTech",10,738
"Argentina","2021-05-09","Sinopharm/Beijing",2467923,739
"Argentina","2021-05-09","Sputnik V",5349455,740
"Argentina","2021-05-10","CanSino",7,741
"Argentina","2021-05-10","Moderna",60,742
"Argentina","2021-05-10","Oxford/AstraZeneca",1742602,743
"Argentina","2021-05-10","Pfizer/BioNTech",10,744
"Argentina","2021-05-10","Sinopharm/Beijing",2532031,745
"Argentina","2021-05-10","Sputnik V",5417051,746
"Argentina","2021-05-11","CanSino",7,747
"Argentina","2021-05-11","Moderna",61,748
"Argentina","2021-05-11","Oxford/AstraZeneca",1750855,749
"Argentina","2021-05-11","Pfizer/BioNTech",11,750
"Argentina","2021-05-11","Sinopharm/Beijing",2596815,751
"Argentina","2021-05-11","Sputnik V",5484397,752
"Argentina","2021-05-12","CanSino",7,753
"Argentina","2021-05-12","Moderna",62,754
"Argentina","2021-05-12","Oxford/AstraZeneca",1756629,755
"Argentina","2021-05-12","Pfizer/BioNTech",11,756
"Argentina","2021-05-12","Sinopharm/Beijing",2736112,757
"Argentina","2021-05-12","Sputnik V",5536858,758
"Argentina","2021-05-13","CanSino",7,759
"Argentina","2021-05-13","Moderna",62,760
"Argentina","2021-05-13","Oxford/AstraZeneca",1762311,761
"Argentina","2021-05-13","Pfizer/BioNTech",11,762
"Argentina","2021-05-13","Sinopharm/Beijing",2884760,763
"Argentina","2021-05-13","Sputnik V",5574601,764
"Argentina","2021-05-14","CanSino",7,765
"Argentina","2021-05-14","Moderna",62,766
"Argentina","2021-05-14","Oxford/AstraZeneca",1771491,767
"Argentina","2021-05-14","Pfizer/BioNTech",11,768
"Argentina","2021-05-14","Sinopharm/Beijing",3033043,769
"Argentina","2021-05-14","Sputnik V",5613566,770
"Argentina","2021-05-15","CanSino",7,771
"Argentina","2021-05-15","Moderna",62,772
"Argentina","2021-05-15","Oxford/AstraZeneca",1774562,773
"Argentina","2021-05-15","Pfizer/BioNTech",11,774
"Argentina","2021-05-15","Sinopharm/Beijing",3083477,775
"Argentina","2021-05-15","Sputnik V",5655114,776
"Argentina","2021-05-16","CanSino",7,777
"Argentina","2021-05-16","Moderna",62,778
"Argentina","2021-05-16","Oxford/AstraZeneca",1776035,779
"Argentina","2021-05-16","Pfizer/BioNTech",11,780
"Argentina","2021-05-16","Sinopharm/Beijing",3126786,781
"Argentina","2021-05-16","Sputnik V",5677923,782
"Argentina","2021-05-17","CanSino",7,783
"Argentina","2021-05-17","Moderna",62,784
"Argentina","2021-05-17","Oxford/AstraZeneca",1783335,785
"Argentina","2021-05-17","Pfizer/BioNTech",11,786
"Argentina","2021-05-17","Sinopharm/Beijing",3222498,787
"Argentina","2021-05-17","Sputnik V",5761827,788
"Argentina","2021-05-18","CanSino",7,789
"Argentina","2021-05-18","Moderna",62,790
"Argentina","2021-05-18","Oxford/AstraZeneca",1793111,791
"Argentina","2021-05-18","Pfizer/BioNTech",11,792
"Argentina","2021-05-18","Sinopharm/Beijing",3267414,793
"Argentina","2021-05-18","Sputnik V",5905219,794
"Argentina","2021-05-19","CanSino",7,795
"Argentina","2021-05-19","Moderna",62,796
"Argentina","2021-05-19","Oxford/AstraZeneca",1800447,797
"Argentina","2021-05-19","Pfizer/BioNTech",12,798
"Argentina","2021-05-19","Sinopharm/Beijing",3300720,799
"Argentina","2021-05-19","Sputnik V",6032226,800
"Argentina","2021-05-20","CanSino",7,801
"Argentina","2021-05-20","Moderna",62,802
"Argentina","2021-05-20","Oxford/AstraZeneca",1810933,803
"Argentina","2021-05-20","Pfizer/BioNTech",12,804
"Argentina","2021-05-20","Sinopharm/Beijing",3335951,805
"Argentina","2021-05-20","Sputnik V",6169002,806
"Argentina","2021-05-21","CanSino",7,807
"Argentina","2021-05-21","Moderna",62,808
"Argentina","2021-05-21","Oxford/AstraZeneca",1820118,809
"Argentina","2021-05-21","Pfizer/BioNTech",12,810
"Argentina","2021-05-21","Sinopharm/Beijing",3414116,811
"Argentina","2021-05-21","Sputnik V",6258846,812
"Argentina","2021-05-22","CanSino",7,813
"Argentina","2021-05-22","Moderna",62,814
"Argentina","2021-05-22","Oxford/AstraZeneca",1821640,815
"Argentina","2021-05-22","Pfizer/BioNTech",12,816
"Argentina","2021-05-22","Sinopharm/Beijing",3458094,817
"Argentina","2021-05-22","Sputnik V",6313771,818
"Argentina","2021-05-23","CanSino",7,819
"Argentina","2021-05-23","Moderna",62,820
"Argentina","2021-05-23","Oxford/AstraZeneca",1822051,821
"Argentina","2021-05-23","Pfizer/BioNTech",12,822
"Argentina","2021-05-23","Sinopharm/Beijing",3480971,823
"Argentina","2021-05-23","Sputnik V",6335734,824
"Argentina","2021-05-24","CanSino",7,825
"Argentina","2021-05-24","Moderna",62,826
"Argentina","2021-05-24","Oxford/AstraZeneca",1823223,827
"Argentina","2021-05-24","Pfizer/BioNTech",13,828
"Argentina","2021-05-24","Sinopharm/Beijing",3500452,829
"Argentina","2021-05-24","Sputnik V",6403427,830
"Argentina","2021-05-25","CanSino",7,831
"Argentina","2021-05-25","Moderna",62,832
"Argentina","2021-05-25","Oxford/AstraZeneca",1845291,833
"Argentina","2021-05-25","Pfizer/BioNTech",13,834
"Argentina","2021-05-25","Sinopharm/Beijing",3503630,835
"Argentina","2021-05-25","Sputnik V",6441578,836
"Argentina","2021-05-26","CanSino",7,837
"Argentina","2021-05-26","Moderna",62,838
"Argentina","2021-05-26","Oxford/AstraZeneca",1872077,839
"Argentina","2021-05-26","Pfizer/BioNTech",13,840
"Argentina","2021-05-26","Sinopharm/Beijing",3537165,841
"Argentina","2021-05-26","Sputnik V",6534244,842
"Argentina","2021-05-27","CanSino",7,843
"Argentina","2021-05-27","Moderna",62,844
"Argentina","2021-05-27","Oxford/AstraZeneca",1917480,845
"Argentina","2021-05-27","Pfizer/BioNTech",13,846
"Argentina","2021-05-27","Sinopharm/Beijing",3570377,847
"Argentina","2021-05-27","Sputnik V",6624940,848
"Argentina","2021-05-28","CanSino",7,849
"Argentina","2021-05-28","Moderna",62,850
"Argentina","2021-05-28","Oxford/AstraZeneca",2009741,851
"Argentina","2021-05-28","Pfizer/BioNTech",13,852
"Argentina","2021-05-28","Sinopharm/Beijing",3599233,853
"Argentina","2021-05-28","Sputnik V",6749762,854
"Argentina","2021-05-29","CanSino",7,855
"Argentina","2021-05-29","Moderna",62,856
"Argentina","2021-05-29","Oxford/AstraZeneca",2119612,857
"Argentina","2021-05-29","Pfizer/BioNTech",13,858
"Argentina","2021-05-29","Sinopharm/Beijing",3609129,859
"Argentina","2021-05-29","Sputnik V",6857417,860
"Argentina","2021-05-30","CanSino",7,861
"Argentina","2021-05-30","Moderna",62,862
"Argentina","2021-05-30","Oxford/AstraZeneca",2178711,863
"Argentina","2021-05-30","Pfizer/BioNTech",13,864
"Argentina","2021-05-30","Sinopharm/Beijing",3610744,865
"Argentina","2021-05-30","Sputnik V",6925513,866
"Argentina","2021-05-31","CanSino",7,867
"Argentina","2021-05-31","Moderna",62,868
"Argentina","2021-05-31","Oxford/AstraZeneca",2305816,869
"Argentina","2021-05-31","Pfizer/BioNTech",13,870
"Argentina","2021-05-31","Sinopharm/Beijing",3627638,871
"Argentina","2021-05-31","Sputnik V",7080413,872
"Argentina","2021-06-01","CanSino",7,873
"Argentina","2021-06-01","Moderna",62,874
"Argentina","2021-06-01","Oxford/AstraZeneca",2454794,875
"Argentina","2021-06-01","Pfizer/BioNTech",13,876
"Argentina","2021-06-01","Sinopharm/Beijing",3641178,877
"Argentina","2021-06-01","Sputnik V",7232658,878
"Argentina","2021-06-02","CanSino",8,879
"Argentina","2021-06-02","Moderna",62,880
"Argentina","2021-06-02","Oxford/AstraZeneca",2618222,881
"Argentina","2021-06-02","Pfizer/BioNTech",13,882
"Argentina","2021-06-02","Sinopharm/Beijing",3654300,883
"Argentina","2021-06-02","Sputnik V",7365309,884
"Argentina","2021-06-03","CanSino",8,885
"Argentina","2021-06-03","Moderna",62,886
"Argentina","2021-06-03","Oxford/AstraZeneca",2841018,887
"Argentina","2021-06-03","Pfizer/BioNTech",13,888
"Argentina","2021-06-03","Sinopharm/Beijing",3666485,889
"Argentina","2021-06-03","Sputnik V",7479826,890
"Argentina","2021-06-04","CanSino",8,891
"Argentina","2021-06-04","Moderna",62,892
"Argentina","2021-06-04","Oxford/AstraZeneca",3145938,893
"Argentina","2021-06-04","Pfizer/BioNTech",13,894
"Argentina","2021-06-04","Sinopharm/Beijing",3682314,895
"Argentina","2021-06-04","Sputnik V",7567064,896
"Argentina","2021-06-05","CanSino",8,897
"Argentina","2021-06-05","Moderna",62,898
"Argentina","2021-06-05","Oxford/AstraZeneca",3423611,899
"Argentina","2021-06-05","Pfizer/BioNTech",13,900
"Argentina","2021-06-05","Sinopharm/Beijing",3686984,901
"Argentina","2021-06-05","Sputnik V",7611462,902
"Argentina","2021-06-06","CanSino",8,903
"Argentina","2021-06-06","Moderna",62,904
"Argentina","2021-06-06","Oxford/AstraZeneca",3611423,905
"Argentina","2021-06-06","Pfizer/BioNTech",13,906
"Argentina","2021-06-06","Sinopharm/Beijing",3689014,907
"Argentina","2021-06-06","Sputnik V",7638899,908
"Argentina","2021-06-07","CanSino",8,909
"Argentina","2021-06-07","Moderna",62,910
"Argentina","2021-06-07","Oxford/AstraZeneca",3890743,911
"Argentina","2021-06-07","Pfizer/BioNTech",13,912
"Argentina","2021-06-07","Sinopharm/Beijing",3698350,913
"Argentina","2021-06-07","Sputnik V",7703255,914
"Argentina","2021-06-08","CanSino",8,915
"Argentina","2021-06-08","Moderna",62,916
"Argentina","2021-06-08","Oxford/AstraZeneca",4168089,917
"Argentina","2021-06-08","Pfizer/BioNTech",13,918
"Argentina","2021-06-08","Sinopharm/Beijing",3706430,919
"Argentina","2021-06-08","Sputnik V",7787602,920
"Argentina","2021-06-09","CanSino",8,921
"Argentina","2021-06-09","Moderna",63,922
"Argentina","2021-06-09","Oxford/AstraZeneca",4427042,923
